Age,Income,Home_Status,Employment_Length,Loan_Intent,Loan_Grade,Loan_Amount,Interest_Rate,Loan_Status,Loan_Income_Percent,Historical_Default,Credit_History
26,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6200,15.99,1,0.09,Y,3
28,28080,RENT,0.0,DEBTCONSOLIDATION,A,12000,7.88,1,0.43,N,5
23,136000,MORTGAGE,7.0,EDUCATION,A,8000,8.32,0,0.06,N,2
22,46800,OWN,4.0,EDUCATION,A,11500,7.51,0,0.25,N,4
28,64049,MORTGAGE,7.0,PERSONAL,B,20000,12.69,0,0.31,N,8
24,70000,RENT,0.0,EDUCATION,A,10000,7.29,0,0.14,N,4
32,36000,RENT,2.0,VENTURE,A,3050,6.99,0,0.08,N,5
35,35000,MORTGAGE,4.0,MEDICAL,C,5200,15.23,0,0.15,N,6
22,38400,RENT,4.0,EDUCATION,C,4000,12.99,0,0.1,N,2
27,45000,RENT,1.0,DEBTCONSOLIDATION,B,17475,11.99,1,0.39,N,8
23,105000,MORTGAGE,4.0,VENTURE,B,19000,11.99,0,0.18,N,3
36,160000,OWN,20.0,VENTURE,D,24000,14.96,0,0.15,Y,14
26,120000,MORTGAGE,11.0,VENTURE,A,10000,5.99,0,0.08,N,4
29,40000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.14,0,0.15,N,6
22,36000,RENT,4.0,PERSONAL,B,10000,11.36,1,0.28,N,2
21,36000,RENT,3.0,EDUCATION,C,18500,10.91,1,0.51,N,3
22,63000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.08,N,3
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0,0.19,N,4
24,130000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.12,N,4
22,50004,RENT,5.0,EDUCATION,D,5300,14.42,0,0.11,N,2
43,50000,OWN,3.0,MEDICAL,C,5000,13.35,0,0.1,Y,12
25,168000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,35000,10.65,0,0.21,N,4
34,48000,RENT,14.0,PERSONAL,D,10000,15.7,0,0.21,Y,9
22,34650,RENT,3.0,EDUCATION,A,12400,,1,0.36,N,4
23,63600,MORTGAGE,,DEBTCONSOLIDATION,B,20000,10.99,1,0.31,N,3
23,65000,OWN,7.0,MEDICAL,C,10000,13.98,0,0.15,N,4
40,86000,RENT,0.0,EDUCATION,D,20000,14.54,1,0.23,Y,13
27,110000,RENT,6.0,EDUCATION,C,16000,15.27,0,0.15,N,8
24,28000,RENT,8.0,MEDICAL,A,10000,6.91,1,0.36,N,3
30,65000,RENT,4.0,HOMEIMPROVEMENT,A,24000,7.9,1,0.37,N,5
28,55000,OWN,13.0,MEDICAL,A,18000,7.9,0,0.33,N,10
23,75000,MORTGAGE,3.0,EDUCATION,A,4900,7.74,0,0.07,N,4
35,106369,MORTGAGE,2.0,VENTURE,A,8325,6.99,0,0.08,N,10
25,33000,RENT,3.0,VENTURE,A,3000,5.99,0,0.09,N,2
24,33360,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3
22,50000,MORTGAGE,0.0,PERSONAL,B,2500,12.18,0,0.05,N,4
33,170004,MORTGAGE,17.0,PERSONAL,A,12000,7.51,0,0.07,N,9
29,28080,RENT,1.0,MEDICAL,B,2500,10.99,0,0.09,N,8
27,67500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1000,7.4,0,0.01,N,7
25,75996,MORTGAGE,9.0,MEDICAL,A,9000,7.74,0,0.12,N,3
28,75000,MORTGAGE,2.0,MEDICAL,B,20000,12.18,0,0.27,N,5
21,26400,RENT,3.0,MEDICAL,A,10000,,1,0.38,N,2
23,61000,RENT,2.0,PERSONAL,D,8400,14.84,1,0.14,N,2
21,36000,OWN,5.0,EDUCATION,C,8800,13.85,0,0.24,N,2
32,53000,RENT,0.0,DEBTCONSOLIDATION,B,5700,9.99,0,0.11,N,9
28,54000,MORTGAGE,9.0,EDUCATION,A,10000,8.59,0,0.19,N,8
22,70000,MORTGAGE,6.0,EDUCATION,A,9750,8.49,0,0.14,N,4
23,90000,MORTGAGE,5.0,PERSONAL,B,6000,11.89,0,0.07,N,4
22,42000,RENT,0.0,VENTURE,C,4000,13.22,0,0.1,N,3
31,51500,RENT,6.0,HOMEIMPROVEMENT,D,19000,14.83,1,0.37,N,10
33,99300,MORTGAGE,11.0,MEDICAL,A,7500,5.79,0,0.08,N,7
30,30000,OWN,4.0,PERSONAL,D,8000,15.7,0,0.27,Y,10
37,90000,MORTGAGE,11.0,MEDICAL,A,4000,6.62,0,0.04,N,16
28,29004,RENT,5.0,VENTURE,C,4800,15.23,0,0.17,Y,7
28,91000,OWN,11.0,VENTURE,A,7000,6.99,0,0.08,N,6
44,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0,0.25,N,13
22,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,12000,13.48,1,0.22,N,2
22,65000,RENT,1.0,EDUCATION,A,12500,6.91,0,0.19,N,2
30,105000,OWN,14.0,HOMEIMPROVEMENT,B,15400,11.36,0,0.15,N,8
24,29000,RENT,2.0,MEDICAL,D,2500,,1,0.09,N,4
25,110000,MORTGAGE,5.0,VENTURE,C,1200,13.49,0,0.01,N,4
24,65000,RENT,5.0,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,N,4
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4
29,60000,MORTGAGE,13.0,MEDICAL,A,13500,7.51,0,0.23,N,5
23,53000,RENT,8.0,PERSONAL,B,17000,10.25,1,0.32,N,4
31,35004,RENT,2.0,EDUCATION,C,2700,13.49,0,0.08,N,5
38,67870,MORTGAGE,6.0,MEDICAL,B,5000,,0,0.07,N,13
22,75000,RENT,6.0,VENTURE,A,10000,5.79,0,0.13,N,3
40,32878,RENT,6.0,HOMEIMPROVEMENT,C,13775,12.98,1,0.42,N,11
38,40000,MORTGAGE,5.0,MEDICAL,A,10000,5.99,0,0.25,N,17
22,56000,RENT,5.0,EDUCATION,C,14000,14.35,0,0.25,Y,4
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,N,4
27,43200,RENT,2.0,DEBTCONSOLIDATION,D,4500,16.07,1,0.1,Y,5
35,110000,RENT,2.0,VENTURE,B,11500,11.49,0,0.1,N,10
23,53664,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.75,0,0.28,N,2
41,46152,RENT,10.0,PERSONAL,B,14525,11.11,1,0.31,N,16
34,50000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,8.9,0,0.08,N,7
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2
22,60000,OWN,6.0,MEDICAL,B,1000,10.99,0,0.02,N,2
30,45000,RENT,11.0,MEDICAL,C,5000,12.73,1,0.11,Y,8
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2
39,52000,RENT,2.0,VENTURE,B,4500,11.99,0,0.09,N,11
27,56331,MORTGAGE,7.0,EDUCATION,B,10000,10.36,0,0.18,N,10
26,83004,RENT,7.0,VENTURE,A,5450,7.9,0,0.07,N,3
30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0,0.28,N,10
24,42000,MORTGAGE,5.0,PERSONAL,A,19200,7.9,0,0.46,N,4
23,72000,RENT,3.0,MEDICAL,B,19000,10.99,0,0.26,N,4
44,70000,RENT,15.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.09,N,16
28,42000,RENT,5.0,MEDICAL,B,4800,12.42,0,0.11,N,9
24,59000,RENT,8.0,MEDICAL,C,3200,13.8,1,0.05,N,3
27,66000,RENT,10.0,MEDICAL,C,5000,13.99,0,0.08,Y,10
26,30000,RENT,3.0,PERSONAL,B,5400,10.0,0,0.18,N,4
53,46000,OWN,9.0,PERSONAL,B,4925,11.71,0,0.11,N,23
28,50000,RENT,0.0,HOMEIMPROVEMENT,B,8825,11.49,0,0.18,N,7
32,17000,OWN,0.0,PERSONAL,D,3200,14.84,1,0.19,N,7
26,80000,MORTGAGE,4.0,PERSONAL,D,5000,14.96,0,0.06,Y,3
23,99996,MORTGAGE,2.0,PERSONAL,B,4800,11.49,0,0.05,N,2
28,35000,OWN,2.0,PERSONAL,D,13250,16.89,0,0.38,N,7
40,66000,RENT,0.0,DEBTCONSOLIDATION,C,15575,14.27,0,0.24,Y,13
28,25000,RENT,0.0,DEBTCONSOLIDATION,A,3000,5.42,0,0.12,N,6
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2
22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.19,N,4
22,79200,MORTGAGE,6.0,VENTURE,B,4750,10.25,0,0.06,N,3
26,55000,RENT,0.0,EDUCATION,A,4000,6.92,0,0.07,N,4
26,100840,RENT,10.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.07,N,3
25,30000,OWN,1.0,VENTURE,C,5000,,0,0.17,Y,3
33,65000,RENT,4.0,VENTURE,A,1000,,0,0.02,N,9
21,66000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.11,N,2
32,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6600,7.49,0,0.06,N,5
28,41400,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.48,1,0.34,N,6
29,20688,RENT,,PERSONAL,A,10400,8.49,1,0.5,N,9
29,29500,RENT,3.0,VENTURE,A,6550,7.9,0,0.22,N,10
25,87000,RENT,3.0,MEDICAL,B,8000,10.37,0,0.09,N,2
33,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13000,7.51,0,0.14,N,6
27,22296,RENT,5.0,PERSONAL,D,1000,14.84,0,0.04,N,5
26,81000,RENT,10.0,EDUCATION,E,21000,16.95,1,0.26,Y,3
32,202000,MORTGAGE,7.0,PERSONAL,B,28000,10.59,0,0.14,N,7
30,59000,MORTGAGE,4.0,MEDICAL,A,10000,8.0,1,0.17,N,9
25,29120,RENT,0.0,HOMEIMPROVEMENT,D,6400,16.29,1,0.22,N,2
25,54000,MORTGAGE,7.0,PERSONAL,D,12000,16.49,0,0.22,Y,3
38,65000,MORTGAGE,6.0,PERSONAL,C,11500,13.92,0,0.18,N,14
22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
31,62400,MORTGAGE,8.0,EDUCATION,D,8500,14.09,0,0.14,N,5
23,65000,MORTGAGE,3.0,PERSONAL,A,8000,7.14,0,0.12,N,4
34,72000,RENT,6.0,DEBTCONSOLIDATION,B,20000,,0,0.28,N,6
21,38400,MORTGAGE,0.0,EDUCATION,A,4200,,0,0.11,N,2
24,46000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10075,12.42,0,0.22,N,2
26,71500,MORTGAGE,10.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.1,N,3
22,26124,RENT,2.0,EDUCATION,A,7125,5.79,0,0.27,N,2
22,64000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.88,0,0.22,N,3
41,57600,RENT,6.0,PERSONAL,A,8000,6.03,0,0.14,N,12
27,136000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,0,0.04,N,6
28,42000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.14,N,9
25,29000,RENT,9.0,MEDICAL,A,3000,6.62,1,0.1,N,2
26,38000,RENT,0.0,DEBTCONSOLIDATION,B,6025,10.99,0,0.16,N,3
31,15000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.13,Y,8
51,18408,RENT,,PERSONAL,C,1000,14.65,1,0.05,Y,20
27,36000,MORTGAGE,0.0,EDUCATION,A,6825,8.32,1,0.19,N,9
31,102672,OWN,,EDUCATION,A,10000,7.9,0,0.1,N,10
24,96000,MORTGAGE,7.0,PERSONAL,C,6000,13.92,0,0.06,N,3
29,63000,RENT,13.0,MEDICAL,A,10000,7.49,0,0.16,N,8
21,70000,RENT,3.0,PERSONAL,A,12000,6.99,0,0.17,N,3
26,95000,RENT,0.0,VENTURE,B,12000,10.65,0,0.13,N,3
27,42000,RENT,7.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.12,N,5
23,99200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,23000,6.91,0,0.23,N,4
24,110000,OWN,8.0,VENTURE,C,16000,12.73,0,0.15,N,4
28,225000,MORTGAGE,11.0,EDUCATION,E,9000,16.95,1,0.04,Y,8
31,100300,RENT,1.0,MEDICAL,D,12000,14.91,1,0.1,Y,7
28,216000,MORTGAGE,12.0,VENTURE,D,15000,16.02,0,0.07,Y,8
23,74000,MORTGAGE,7.0,EDUCATION,B,10000,,0,0.14,N,2
23,56000,MORTGAGE,7.0,PERSONAL,B,4500,11.83,0,0.08,N,4
22,45000,RENT,2.0,EDUCATION,A,10000,7.51,0,0.22,N,3
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200,5.42,0,0.05,N,4
27,65000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,4500,13.92,0,0.07,N,7
26,42000,RENT,0.0,VENTURE,B,6000,11.12,0,0.14,N,4
22,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.23,N,3
24,75000,RENT,2.0,VENTURE,B,2000,9.99,0,0.03,N,4
27,89000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.11,N,7
26,93000,RENT,7.0,HOMEIMPROVEMENT,B,9800,10.25,0,0.11,N,4
26,25000,OWN,7.0,VENTURE,A,11500,7.88,0,0.46,N,3
28,44894,OWN,8.0,EDUCATION,A,3600,7.88,0,0.08,N,6
24,56972,OWN,6.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.26,N,4
25,55000,RENT,2.0,EDUCATION,C,18000,12.84,1,0.33,N,2
25,47000,RENT,1.0,VENTURE,A,8500,8.9,0,0.18,N,4
43,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,12.84,0,0.27,Y,12
33,96000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,13.72,0,0.08,N,5
41,115000,MORTGAGE,2.0,PERSONAL,D,20000,14.61,0,0.17,N,11
24,110000,MORTGAGE,8.0,PERSONAL,A,27300,7.51,0,0.25,N,3
24,84000,MORTGAGE,8.0,EDUCATION,B,18000,9.99,0,0.21,N,2
23,48000,OWN,8.0,VENTURE,C,6000,12.87,0,0.13,Y,3
22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0.12,N,3
35,35000,RENT,10.0,PERSONAL,D,8600,15.99,0,0.25,N,5
22,30000,RENT,1.0,EDUCATION,C,4000,,0,0.13,N,3
28,108000,RENT,2.0,DEBTCONSOLIDATION,D,20000,15.31,1,0.19,Y,8
33,12000,RENT,0.0,MEDICAL,B,1500,11.83,0,0.13,N,6
25,50004,OWN,1.0,VENTURE,A,10000,7.29,0,0.2,N,3
22,35000,OWN,1.0,EDUCATION,B,8000,12.69,0,0.23,N,4
30,170000,RENT,4.0,EDUCATION,C,35000,13.06,0,0.21,Y,9
31,73000,MORTGAGE,4.0,HOMEIMPROVEMENT,F,16000,19.41,1,0.22,Y,6
30,165000,RENT,3.0,VENTURE,C,15000,13.92,0,0.09,Y,9
24,43680,RENT,1.0,EDUCATION,A,10800,5.42,0,0.25,N,4
22,65000,RENT,4.0,EDUCATION,D,34000,17.58,1,0.52,N,4
24,148000,RENT,8.0,HOMEIMPROVEMENT,A,14000,5.42,0,0.09,N,2
29,20000,RENT,0.0,PERSONAL,B,1000,10.65,0,0.05,N,10
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4
29,88000,RENT,9.0,PERSONAL,D,25000,14.46,1,0.28,Y,10
24,130000,MORTGAGE,2.0,MEDICAL,B,1250,10.95,0,0.01,N,2
22,63000,MORTGAGE,6.0,VENTURE,A,8400,7.29,0,0.13,N,4
28,46000,RENT,3.0,MEDICAL,B,12000,,0,0.26,N,8
24,62500,MORTGAGE,2.0,EDUCATION,A,6000,5.79,0,0.1,N,3
24,36000,RENT,4.0,VENTURE,B,18200,8.88,1,0.51,N,4
27,36200,RENT,2.0,DEBTCONSOLIDATION,B,3600,,0,0.1,N,10
46,8088,RENT,15.0,MEDICAL,D,1600,14.42,1,0.2,Y,11
35,170000,MORTGAGE,6.0,EDUCATION,A,6500,7.49,0,0.04,N,10
25,44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,N,4
57,15840,RENT,2.0,MEDICAL,B,3000,10.38,1,0.19,N,20
23,65000,RENT,7.0,EDUCATION,C,6000,15.23,0,0.09,N,3
26,156000,MORTGAGE,5.0,PERSONAL,B,7000,9.91,0,0.04,N,4
25,111996,MORTGAGE,2.0,MEDICAL,C,16000,11.78,0,0.14,Y,4
66,38400,RENT,14.0,MEDICAL,A,11000,5.42,0,0.29,N,19
27,65000,RENT,11.0,EDUCATION,B,8000,10.37,0,0.12,N,6
24,110000,MORTGAGE,8.0,EDUCATION,A,6000,8.59,0,0.05,N,3
25,40000,MORTGAGE,9.0,MEDICAL,C,3500,13.49,0,0.09,Y,3
30,66560,MORTGAGE,10.0,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N,7
29,67222,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10000,11.14,0,0.15,N,9
31,39000,RENT,5.0,MEDICAL,C,6600,13.79,0,0.17,Y,9
32,115000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,7200,7.9,0,0.06,N,10
32,108000,RENT,8.0,PERSONAL,B,15000,10.0,0,0.14,N,9
23,112800,MORTGAGE,3.0,EDUCATION,B,35000,,0,0.31,N,2
53,45000,RENT,0.0,DEBTCONSOLIDATION,C,5600,13.79,0,0.12,Y,22
24,52000,RENT,8.0,DEBTCONSOLIDATION,B,3000,11.49,0,0.06,N,4
21,36000,RENT,3.0,EDUCATION,C,5000,12.99,0,0.14,N,4
22,28000,RENT,4.0,EDUCATION,B,3000,10.59,0,0.11,N,3
28,60000,RENT,3.0,EDUCATION,B,3600,9.63,0,0.06,N,5
25,28800,RENT,1.0,VENTURE,E,6000,17.04,1,0.21,Y,4
24,47000,RENT,3.0,PERSONAL,A,6000,7.66,0,0.13,N,2
40,68000,MORTGAGE,1.0,PERSONAL,A,9200,8.94,0,0.14,N,11
26,45000,RENT,1.0,DEBTCONSOLIDATION,B,4000,12.21,0,0.09,N,3
23,65000,RENT,7.0,VENTURE,B,15000,11.12,0,0.23,N,3
31,35000,RENT,3.0,VENTURE,B,5000,10.65,0,0.14,N,5
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3
26,104004,MORTGAGE,10.0,DEBTCONSOLIDATION,C,15000,14.22,0,0.14,N,2
23,50000,RENT,7.0,EDUCATION,B,5000,10.59,0,0.1,N,2
26,46000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,9.99,1,0.15,N,4
25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11200,14.46,0,0.2,Y,4
26,62000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8400,6.62,0,0.14,N,4
22,14400,RENT,0.0,HOMEIMPROVEMENT,D,2100,14.83,1,0.15,N,3
24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.13,N,4
24,55000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.9,0,0.08,N,2
26,155142,MORTGAGE,6.0,HOMEIMPROVEMENT,D,23000,18.25,0,0.15,N,2
23,70550,RENT,0.0,MEDICAL,E,14000,17.51,1,0.17,Y,2
26,99000,MORTGAGE,9.0,MEDICAL,C,20000,14.22,0,0.2,N,4
30,24000,OWN,,MEDICAL,A,7500,7.88,0,0.31,N,9
31,83000,MORTGAGE,11.0,MEDICAL,A,7500,,0,0.09,N,6
23,48000,OWN,7.0,EDUCATION,B,20000,11.71,0,0.42,N,4
32,220000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,33000,20.3,0,0.15,N,9
21,60000,RENT,2.0,VENTURE,A,5000,8.49,0,0.08,N,2
31,84000,MORTGAGE,2.0,VENTURE,A,7600,7.51,0,0.09,N,5
22,63600,OWN,1.0,VENTURE,A,4000,6.76,0,0.06,N,2
22,21000,RENT,4.0,EDUCATION,D,4750,,0,0.23,N,2
37,55000,OWN,2.0,VENTURE,B,24375,10.37,0,0.44,N,13
22,38272,OWN,6.0,MEDICAL,B,4800,9.99,0,0.13,N,2
27,35496,RENT,2.0,EDUCATION,A,3200,7.88,0,0.09,N,6
32,68000,MORTGAGE,1.0,MEDICAL,B,6100,10.25,0,0.09,N,7
36,31000,RENT,2.0,EDUCATION,A,2500,8.9,0,0.08,N,13
23,85000,OWN,4.0,EDUCATION,C,9600,13.61,0,0.11,N,3
32,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7125,9.99,1,0.13,N,6
27,54000,RENT,1.0,HOMEIMPROVEMENT,C,5400,14.27,0,0.1,N,6
24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,N,3
30,100000,MORTGAGE,0.0,PERSONAL,D,30000,16.77,0,0.3,Y,6
24,54996,RENT,5.0,MEDICAL,C,10000,12.99,0,0.18,N,2
22,90000,MORTGAGE,6.0,PERSONAL,A,6400,5.99,0,0.07,N,2
26,75000,MORTGAGE,5.0,VENTURE,A,15000,8.49,0,0.2,N,3
21,72000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,24000,7.49,0,0.33,N,3
31,75000,RENT,4.0,MEDICAL,C,4000,13.49,0,0.05,Y,8
27,49000,MORTGAGE,11.0,MEDICAL,B,8500,10.59,0,0.17,N,6
30,65136,MORTGAGE,0.0,PERSONAL,C,6250,12.87,0,0.1,Y,9
30,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000,10.59,0,0.06,N,5
27,160000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,16000,8.49,0,0.1,N,5
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
30,49000,RENT,13.0,EDUCATION,B,5000,10.74,1,0.1,N,10
24,70000,RENT,1.0,VENTURE,B,12000,11.58,0,0.17,N,3
26,59000,MORTGAGE,,EDUCATION,B,9800,11.49,1,0.17,N,4
34,90000,RENT,4.0,MEDICAL,B,6400,,0,0.07,N,7
25,19000,RENT,0.0,DEBTCONSOLIDATION,C,750,12.29,0,0.04,Y,4
26,55000,MORTGAGE,6.0,PERSONAL,B,3775,11.71,0,0.07,N,3
23,120000,MORTGAGE,7.0,EDUCATION,C,8000,13.61,0,0.07,Y,2
24,30000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.7,1,0.17,Y,4
23,50000,MORTGAGE,6.0,VENTURE,A,7000,5.99,0,0.14,N,3
34,111996,MORTGAGE,11.0,DEBTCONSOLIDATION,A,3000,7.74,0,0.03,N,10
28,24840,RENT,2.0,EDUCATION,A,1500,8.0,1,0.06,N,5
21,14400,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3
30,111000,RENT,3.0,VENTURE,C,15450,10.91,0,0.14,Y,7
27,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3600,6.03,0,0.03,N,5
27,82000,MORTGAGE,3.0,VENTURE,A,10000,6.92,0,0.12,N,9
24,52000,MORTGAGE,9.0,VENTURE,B,11300,,0,0.22,N,3
21,45996,RENT,5.0,DEBTCONSOLIDATION,D,5000,,1,0.11,Y,3
22,70000,MORTGAGE,1.0,EDUCATION,A,8000,7.49,0,0.11,N,3
24,73000,MORTGAGE,9.0,EDUCATION,E,25000,16.32,1,0.34,N,2
25,118450,MORTGAGE,,DEBTCONSOLIDATION,B,15000,10.37,0,0.13,N,4
24,89772,RENT,8.0,DEBTCONSOLIDATION,C,6000,13.92,0,0.07,Y,3
24,32000,MORTGAGE,6.0,EDUCATION,A,12250,8.94,0,0.38,N,4
40,27040,MORTGAGE,7.0,EDUCATION,B,6925,9.99,0,0.26,N,15
23,90000,RENT,7.0,EDUCATION,B,17000,10.59,0,0.19,N,3
26,26989,RENT,2.0,MEDICAL,C,1525,15.23,0,0.06,Y,3
24,100800,MORTGAGE,8.0,MEDICAL,B,10800,10.75,0,0.11,N,4
22,50000,MORTGAGE,6.0,PERSONAL,A,8000,6.03,0,0.16,N,3
24,40000,RENT,0.0,EDUCATION,B,3600,10.59,0,0.09,N,2
23,80000,OWN,7.0,VENTURE,A,4000,5.99,0,0.05,N,4
28,65000,MORTGAGE,12.0,EDUCATION,B,24000,10.99,0,0.37,N,5
30,32004,OWN,4.0,VENTURE,A,5500,8.0,0,0.17,N,9
22,41340,RENT,6.0,VENTURE,D,14000,17.49,1,0.34,N,3
28,90000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,12000,13.92,0,0.13,N,6
23,75000,RENT,1.0,PERSONAL,A,6000,6.03,0,0.08,N,4
27,63000,MORTGAGE,12.0,PERSONAL,A,18000,7.49,0,0.29,N,9
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0,0.1,N,9
28,24000,RENT,4.0,VENTURE,A,3000,9.32,0,0.13,N,6
23,30000,RENT,7.0,EDUCATION,C,10000,13.99,1,0.33,N,2
23,92000,MORTGAGE,7.0,EDUCATION,A,4800,7.49,0,0.05,N,2
23,80000,RENT,2.0,PERSONAL,A,9600,7.88,0,0.12,N,4
21,15192,RENT,4.0,PERSONAL,C,5500,13.11,1,0.36,Y,3
26,37000,MORTGAGE,4.0,VENTURE,A,10400,8.94,0,0.28,N,3
28,49000,RENT,2.0,VENTURE,C,3600,13.98,1,0.07,Y,9
26,72000,MORTGAGE,10.0,MEDICAL,B,17000,10.65,0,0.24,N,4
34,35000,OWN,18.0,VENTURE,B,3000,10.62,0,0.09,N,8
27,50000,RENT,5.0,VENTURE,A,8000,7.14,0,0.16,N,6
33,49000,RENT,2.0,VENTURE,B,6000,10.99,0,0.12,N,6
22,33948,RENT,4.0,MEDICAL,A,10000,8.32,1,0.29,N,2
24,8400,RENT,,EDUCATION,C,1500,13.99,1,0.18,Y,2
27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6
31,21000,RENT,15.0,MEDICAL,A,11000,8.59,1,0.52,N,6
51,50000,RENT,9.0,DEBTCONSOLIDATION,B,12000,10.37,0,0.24,N,25
33,110000,MORTGAGE,7.0,MEDICAL,B,23800,10.25,0,0.22,N,5
24,40000,OWN,0.0,PERSONAL,A,6900,6.91,0,0.17,N,3
36,43000,RENT,6.0,DEBTCONSOLIDATION,C,4000,13.92,0,0.09,Y,14
31,30000,OWN,2.0,HOMEIMPROVEMENT,B,2950,10.75,0,0.1,N,7
25,153000,RENT,9.0,DEBTCONSOLIDATION,D,10000,14.96,1,0.07,Y,4
31,40000,MORTGAGE,5.0,PERSONAL,A,14000,6.03,0,0.35,N,10
26,62000,RENT,1.0,EDUCATION,C,4000,13.06,0,0.06,Y,2
24,26000,RENT,1.0,MEDICAL,C,5375,13.47,0,0.21,Y,4
23,60000,RENT,2.0,DEBTCONSOLIDATION,B,12000,12.69,0,0.2,N,2
28,34000,MORTGAGE,12.0,MEDICAL,D,3500,15.58,1,0.1,N,6
24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5
28,85100,MORTGAGE,12.0,EDUCATION,A,8000,7.51,0,0.09,N,8
26,79000,RENT,7.0,HOMEIMPROVEMENT,B,11500,11.99,0,0.15,N,3
22,120000,MORTGAGE,3.0,MEDICAL,C,9600,13.22,0,0.08,Y,4
33,80000,MORTGAGE,4.0,MEDICAL,B,12000,11.14,0,0.15,N,6
21,56000,RENT,5.0,HOMEIMPROVEMENT,E,15000,16.0,1,0.27,Y,4
